Sınav Yılı,Sayfa Dosyası,Soru No,Soru Metni,Ana Konu,Soru Tipi
ALES1_sorular-2,page_14.png,42,"Yarışmacı beş harf seçtikten sonra F, M, S ve Z harfleri tablonun en sağdaki sütununda yer almıştır. Aşağıdakilerden hangisi seçilen beş harften biri olamaz?",Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular-2,page_14.png,43,Yarışmacı belirli sayıda harf seçtikten sonra tabloda E ve L harfleri aynı satırda yer almıştır. Yarışmacı en az kaç harf seçmiştir?,Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular-2,page_15.png,44,"ABCD dörtgeninde EBC eşkenar üçgen. m(EDA)=45°, m(EAD)=45°, m(EAB)=20°, m(EBA)=20°. m(ECD)=x. x kaç derecedir?",Geometri,Salt İşlem
ALES1_sorular-2,page_15.png,45,"ABC üçgeninde D noktası AB kenarı üzerinde. |AC|=|DC|, m(ABC)=30°, |BC|=6 birim, |BD|=√3 birim. |AD|=x. x kaç birimdir?",Geometri,Salt İşlem
ALES1_sorular-2,page_15.png,46,"ABCD kare. AED üçgeninin alanı 35, AFCE dörtgeninin alanı 30 birimkaredir. E ve F noktaları ABCD karesinin kenarları üzerindedir. EF=x. Buna göre, x kaç birimdir?",Geometri,Problemler
ALES1_sorular-2,page_15.png,47,"Çevresi 30 birim, alanı 50 birimkare olan bir dikdörtgen. Bu dikdörtgenin bir köşegeninin uzunluğu kaç birimdir?",Geometri,Problemler
ALES1_sorular-2,page_16.png,48,"Çeyrek çemberde, kenar uzunlukları verilen bir dik üçgen ve paralel doğru parçaları içeren geometrik şekil üzerinde bilinmeyen bir uzunluğun (x) bulunması.",Geometri,Problemler
ALES1_sorular-2,page_16.png,49,Numaralandırılmış yapboz parçalarıyla 'ALES' kelimesini oluşturmak için hangi iki parçanın yer değiştirmesi gerektiğini bulma.,Mantık Yürütme,Yeni Nesil Mantık
ALES1_sorular-2,page_16.png,50,"Bir kütüphane haritası ve kişinin (Bahadır) ile kitabın konumunu gösteren bir sistem üzerinden, Bahadır'ın kitaba ulaşırken gördüğü farklı perspektif görünümlerin (I, II, III, IV) doğru sıralamasını belirleme.",Uzamsal Akıl Yürütme,Yeni Nesil Mantık
ALES1_sorular-2,page_17.png,1,"Mektup, yüzyıllardır insanlar arasında bir iletişim aracı olmanın yanı sıra hasretin, sevincin, acının hüznün ve pek çok insani duygunun ---- olarak kişilerin zihninde, unutulmaz anıları barındıran o ---- ruhunu koruyor.",Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_17.png,2,"Mizah aslında bir ---- yaratır; acıyı, yokluğu, yetersizliği, narsisistik olarak zedeleyebilecek olanı küçülterek, dönüştürerek ---- hâle getirmeyi ve karşısında çaresiz hissettiğimiz durumlara katlanmayı kolaylaştırır.",Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_17.png,3,"Gelişim psikolojisinde, bebeklik ve okul öncesi dönemin diğer dönemlere göre daha önemli olduğu kabul edilmektedir. Çünkü bireyin potansiyelini gerçekleştirebilmesi, mutlu ve başarılı olması; çocukluk döneminde ona uygun fiziksel ve sosyal çevrenin sunulması, okul öncesi eğitime ulaşabilmesi, zengin uyarıcılar ve uygun aile tutumları içinde büyümesi ile yakından ilgilidir. ---- Oysa yetersiz çevre koşullarında büyüyen çocuğun, kalıtımsal potansiyelini ortaya çıkarma olasılığı düşer.",Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_18.png,4,"Başkalarının yanında kalbinizin anahtarlarını çıkarıp cebinize koyun... Goethe'nin sözüyle desteklenen, açılmanın veya kapanmanın sonuçlarını irdeleyen paragraf.",Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_18.png,5,Günde sekiz on dakika kahkaha atmanın bağışıklık sistemini güçlendirdiği iddiası ve kahkaha terapisinin faydalarını anlatan paragraf.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_18.png,6,Kuzey Yarımküre'de ve Kuzey Anadolu sahil şeridinde görülen pürtüklü semender türleri ve yaşam alanları hakkında bilgi veren paragraf.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_18.png,7,Geçmişte geleceğin nasıl hayal edildiğini inceleyen Retrofütürizm akımı ve bu akımla ilgili Paleo-Future sitesinin içeriğini anlatan paragraf.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_19.png,8,Çernobil patlamasıyla ilgili verilen paragraftan çıkarılabilecek veya çıkarılamayacak yargıyı bulma.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_19.png,9,Numaralanmış sözlerden anlamlı ve kurallı bir cümle oluşturulduğunda baştan dördüncü olacak sözcüğü bulma.,Cümle Oluşturma (Sözcükleri Sıralama),Sözel Mantık
ALES1_sorular-2,page_19.png,10,Numaralanmış sözlerden anlamlı ve kurallı bir cümle oluşturulduğunda baştan üçüncü olacak sözcüğü bulma.,Cümle Oluşturma (Sözcükleri Sıralama),Sözel Mantık
ALES1_sorular-2,page_19.png,11,Numaralanmış cümlelerden anlamlı ve kurallı bir bütün (paragraf) oluşturulduğunda baştan ikinci olacak cümleyi bulma.,Paragraf Oluşturma (Cümleleri Sıralama),Paragraf
ALES1_sorular-2,page_20.png,12,Numaralanmış cümlelerin anlamlı bir bütün oluşturacak biçimde sıralandığında hangisi baştan üçüncü olur?,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_20.png,13,Numaralanmış cümlelerin anlamlı bir bütün oluşturacak biçimde sıralanması için hangilerinin birbiriyle yer değiştirmesi gerektiğini bulunuz.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_20.png,14,Numaralanmış cümlelerin anlamlı bir bütün oluşturacak biçimde sıralanması için hangilerinin birbiriyle yer değiştirmesi gerektiğini bulunuz.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_21.png,15,Bir senaryoda duyguların görsel anlatımına ilişkin verilen ifadelerden hangilerinin doğru veya birbiriyle tutarlı olduğunu bulunuz.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_21.png,16,"Numaralanmış cümlelerden hangisinin, parçanın anlam bütünlüğünü bozduğunu bulunuz.",Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_21.png,17,"Numaralanmış cümlelerden hangisinin, parçanın anlam bütünlüğünü bozduğunu bulunuz.",Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_22.png,18,Yazarın fotoğraf arşivine ve hayatına dair verilen bilgilerin doğru-yanlış değerlendirilmesi.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_22.png,19,Altı çizili ifadenin paragraftaki düşünceyi nasıl desteklediği.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_22.png,20,Farklı milletlerin takvimleriyle ilgili paragraftan hangisinin söylenemeyeceğinin bulunması.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_23.png,21,Bu parçada altı çizili sözle anlatılmak istenen aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_23.png,22,Bu parçaya göre resimle ilgili aşağıdakilerden hangisi söylenebilir?,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_23.png,23,Bu parçadan hareketle aşağıdaki yargıların hangisine ulaşılabilir?,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_24.png,24,Bu parçada Dostoyevski'nin karakteri Stavrogin'le ilgili aşağıdakilerden hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_24.png,25,Bu parçada anlatılmak istenen aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_25.png,26,"Edebiyat eserinin yazar ve okuyucu arasındaki ilişki, eserin paylaşım süreci ve okuyucu üzerinde yarattığı dönüşüm hakkında bir metin verilmiş, bu metinden çıkarılabilecek bir yargı istenmektedir.",Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_25.png,27,"Kütüphanede kitaplar karşısında kendini yetersiz hisseden bir kişinin durumu ve bilgisizlikten kurtulma ihtiyacı üzerine bir metin verilmiş, bu metinden ulaşılabilecek bir yargı istenmektedir.",Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_25.png,28,"Yaratıcı fikirlerin ve ilhamların nasıl ortaya çıktığını, rastlantıların ve birikimlerin önemini farklı yazarlar üzerinden anlatan bir metin verilmiş, metinde anlatılmak istenen temel mesaj sorulmaktadır.",Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_26.png,29,Parçadan boyut kavramıyla ilgili ulaşılamayacak yargı.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_26.png,30,Altı çizili ifadeyle sosyal bilimcilerle ilgili anlatılmak istenen.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_27.png,31,Parçada söz edilen özürcü realistleri tanımlamak için kullanılabilecek ifade.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_27.png,32,Parçadan hareketle ulaşılamayacak yargı.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_28.png,33,"Bu parçaya göre Tarık Buğra'nın 'öykücü' yönünü geliştiren tavrı, aşağıdakilerden hangisidir?",Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_28.png,34,Bu parçada altı çizili sözle Tarık Buğra'nın hangi yönüne vurgu yapılmaktadır?,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_28.png,35,Bu parçada Tarık Buğra öyküleriyle ilgili vurgulanan aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_29.png,36,Alışveriş merkezi-müşteri ilişkisi hakkında doğru olan yargı.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_29.png,37,Alışveriş merkezleri ile geleneksel alışveriş mekânları arasındaki temel fark.,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_30.png,38,Bu parçaya göre alışveriş merkezleriyle ilgili aşağıdakilerden hangisi söylenemez?,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_31.png,39,Bu parçadan hareketle Hikikomori hastaları hakkında aşağıdakilerden hangisi söylenebilir?,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_31.png,40,Bu parçadan hareketle insan-mekân ilişkileriyle ilgili aşağıdaki yargılardan hangisine ulaşılamaz?,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_31.png,41,Hikikomori hastalarının yerleştirilmesi için tasarlanan alanlara kaynaştırma mekânı denmesinin nedeni aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_32.png,42,Bu parçaya göre metropol tipi kişiliğe sahip bir bireyin aşağıdakilerden hangisini yapması beklenir? (Parça metni eksik),Paragrafta Anlam,Paragraf
ALES1_sorular-2,page_33.png,43,"I. Nida, II. Pelin, III. Uras adlı dağcılardan hangilerinin zirveye ulaşma sırası kesin olarak bilinebilir?",Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular-2,page_33.png,44,Aşağıdaki dağcılardan hangileri zirveye art arda ulaşmış olamaz?,Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular-2,page_33.png,45,Aşağıdaki eşleştirmelerden hangisi kesin olarak doğrudur?,Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular-2,page_33.png,46,Buna göre aşağıdakilerden hangisi yanlıştır?,Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular-2,page_34.png,47,"Gamze, Hakan, Işıl adlı kişilerden hangileri çubuk makarna sipariş etmiştir?",Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular-2,page_34.png,48,Aşağıdakilerden hangisi kesin olarak yanlıştır?,Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular-2,page_34.png,49,Aşağıdaki kişilerden hangileri birlikte yoğurt soslu makarna sipariş etmiş olamaz?,Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular-2,page_34.png,50,Mustafa’nın karabiber baharatlı makarna sipariş ettiği biliniyorsa aşağıdakilerden hangisi kesin olarak doğrudur?,Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular-3,page_3.png,1,(1 + 1/2) * (2 - 1/3) / (4 - 1/4) işleminin sonucu kaçtır?,Rasyonel Sayılar,Salt İşlem
ALES1_sorular-3,page_3.png,2,5^2 * 3^4 / (6^3 - 9^2) işleminin sonucu kaçtır?,Üslü Sayılar,Salt İşlem
ALES1_sorular-3,page_3.png,3,√15 * (√3/√5 + √5/√3) işleminin sonucu kaçtır?,Köklü Sayılar,Salt İşlem
ALES1_sorular-3,page_3.png,4,(9! - 8!) / (7! + 6!) işleminin sonucu kaçtır?,Faktöriyel,Salt İşlem
ALES1_sorular-3,page_4.png,5,"4BC + CBB = B49 toplama işleminde, B.C çarpımı kaçtır?",Sayı Basamakları,Salt İşlem
ALES1_sorular-3,page_4.png,6,"a, b ve c gerçek sayılar için b+c=0, a.b.c<0 ve a.b-b.c<0 olduğuna göre, aşağıdaki sıralamalardan hangisi doğrudur?",Eşitsizlikler,Salt İşlem
ALES1_sorular-3,page_4.png,7,"a, b ve c birbirinden farklı tam sayılar olmak üzere, sayı doğrusunda a sayısının b sayısına olan uzaklığı, c sayısının b sayısına olan uzaklığına eşittir. Buna göre, I. a+b, II. c-a, III. a.b.c ifadelerinden hangileri her zaman çift sayıdır?",Tek-Çift Sayılar,Yeni Nesil Mantık
ALES1_sorular-3,page_4.png,8,"x pozitif tam sayı olmak üzere, (x+3)/3 - (x-2)/2 >= x-1 eşitsizliğini sağlayan x değerlerinin toplamı kaçtır?",Eşitsizlikler,Salt İşlem
ALES1_sorular-3,page_5.png,9,"Denklem sistemi: x+z=12, x-y=4, y+2z=10. x·y·z çarpımı kaçtır?",Denklem Çözme,Salt İşlem
ALES1_sorular-3,page_5.png,10,Üslü denklem: 3^(x+1) + 3^x / 9 = 84. x kaçtır?,Üslü Sayılar,Salt İşlem
ALES1_sorular-3,page_5.png,11,Mutlak değerli eşitsizlik: |x| / (1+|x|) < 5/6. Kaç farklı x tam sayısı vardır?,Mutlak Değer ve Eşitsizlikler,Salt İşlem
ALES1_sorular-3,page_5.png,12,Kümelerle ilgili eşitlikler: A ∩ B = C ve C ∩ D = E. A ∩ (C ∩ D) hangilerine her zaman eşittir?,Kümeler,Salt İşlem
ALES1_sorular-3,page_6.png,13,Rakamları ardışık sayılar olan iki basamaklı doğal sayılardan kaç tanesi 6 ile tam bölünür?,Sayılar Teorisi,Problemler
ALES1_sorular-3,page_6.png,14,x★y = x/(x+y) işlemi tanımlanıyor. a★a=2 eşitliğini sağlayan a değeri kaçtır?,Cebir,Salt İşlem
ALES1_sorular-3,page_6.png,15,"İki basamaklı AB doğal sayısı, iki basamaklı ardışık dört pozitif çift sayının aritmetik ortalamasına eşitse AB sayısına ortalayıcı sayı denir. Buna göre, en küçük ortalayıcı sayı ile en büyük ortalayıcı sayının toplamı kaçtır?",Sayılar Teorisi,Problemler
ALES1_sorular-3,page_6.png,16,"Selim aklından bir sayı tutuyor. Sonra, 8 kişiye bu sayının iki basamaklı doğal sayı olduğunu ve bu sayının rakamları toplamını söylüyor. Bu kişilerin her biri, Selim'in söylediği toplamı sağlayan iki basamaklı bir doğal sayı söyleyerek birer tahminde bulunuyor. Bu kişilerin tahminleri birbirinden farklı olmasına rağmen Selim'in aklından tuttuğu sayıyı bulamıyorlar. Buna göre, Selim'in aklından tuttuğu sayının alabileceği kaç farklı değer vardır?",Sayılar Teorisi,Yeni Nesil Mantık
ALES1_sorular-3,page_7.png,17,"Bilge'nin Türkçe ve matematik testlerine ayırdığı süreleri, verilen yüzdelerle hesaplayıp matematik testine planlanandan yüzde kaç fazla süre ayırdığını bulma.",Yüzde Problemleri,Problemler
ALES1_sorular-3,page_7.png,18,Ali ve Can'ın bisiklet yarışı. Ali'nin bisikleti bozulup ara verdikten sonra Can'ın bitiş noktasına ulaşma süresinden 2 dakika önce varması üzerine Can'ın başlangıç noktasından bitiş noktasına kaç dakikada ulaştığını bulma.,Hareket Problemleri,Problemler
ALES1_sorular-3,page_7.png,19,"Ayça, Beren ve Ceren'in yaşları arasındaki ilişki (Ayça, Beren ve Ceren'den 5 yaş büyük) ve toplam yaşları (92) verilmiş. Ayça'nın yaşını bulma.",Yaş Problemleri,Problemler
ALES1_sorular-3,page_7.png,20,"Turuncu ve beyaz karelerden oluşan bir tabloda, başlangıçtaki turuncu karede bulunan bir taşın, her adımda o an bulunduğu kare renginden farklı bir birim kareye oklarla gösterildiği gibi hemen sağdaki ya da hemen alttaki birim kareye hareket ettirilmesi. Taşın hangi birim karelere getirilebileceğini bulma.",Görsel Mantık,Yeni Nesil Mantık
ALES1_sorular-3,page_8.png,21,"Bir şirkette finans, insan kaynakları ve pazarlama bölümlerinde çalışan kişilerin sayıları sırasıyla 3, 4 ve 5 ile doğru orantılıdır. Üç bölüme toplam 18 yeni çalışan alındıktan sonra bu üç bölümde çalışanların sayıları birbirine eşit oluyor. Buna göre, insan kaynakları bölümüne yeni başlayan kişi sayısı kaçtır?",Oran Orantı Problemleri,Problemler
ALES1_sorular-3,page_8.png,22,"Bir şirket gazete, radyo ve televizyon olmak üzere üç tür reklama toplam 30 000 TL bütçe ayırmıştır. Gazeteye ayrılan bütçenin 1/6'sı radyoya, radyo bütçesinin 1/3'ü televizyona aktarılmıştır. Son durumda bütçeler eşitlendiğine göre, başlangıçta televizyona ayrılan bütçe kaç TL'dir?",Kesir Problemleri,Problemler
ALES1_sorular-3,page_8.png,23,"Ayşe, her biri 250 gram olan altı farklı paket satın alıyor. Bu altı paketi, her biri en fazla 1'er kilogram ağırlık taşıyabilen biri siyah diğeri beyaz renkte olan iki fileye koymak istiyor. Buna göre Ayşe, aldığı paketleri bu filelere kaç farklı şekilde koyabilir?",Kombinasyon / Permütasyon,Problemler
ALES1_sorular-3,page_8.png,24,"Özge'nin oyuncak bebeği en az bir pil dolu olan 2 pille çalışmaktadır. Özge, 3'ü dolu, 3'ü boş toplam 6 pil arasından rastgele iki pil seçerek oyuncak bebeğine takmıştır. Buna göre, Özge'nin oyuncak bebeğinin çalışma olasılığı kaçtır?",Olasılık Problemleri,Problemler
ALES1_sorular-3,page_9.png,25,"Saat 16.00'da başlayan bir maçın ikinci devresi başladığında dijital saat kaçı gösterir? (Maçlar 20dk devre, 5dk ara, dijital saat bitiş zamanının bir dakika ilerisini gösterir)",Zaman Problemleri,Yeni Nesil Mantık
ALES1_sorular-3,page_9.png,26,"Dijital saat 18.56'da başlayıp 21.56'da biten bir maçta kaç devre oynanmıştır? (Maçlar 20dk devre, 5dk ara, dijital saat gösterimi kuralı dikkate alınmalı)",Zaman Problemleri,Yeni Nesil Mantık
ALES1_sorular-3,page_9.png,27,"Küçük boy (150g) ve büyük boy (250g) çilek ve muz tabakları hazırlanmaktadır. Çilek/muz oranı tüm tabaklarda aynıdır. 160 gram çilek kullanıldığına göre, küçük boy bir tabakta kaç gram muz kullanılmıştır?",Oran Orantı Problemleri,Problemler
ALES1_sorular-3,page_9.png,28,"Toplam 950 gram meyve kullanıldığına göre, kaç adet meyve tabağı hazırlanmıştır?",Denklem Kurma Problemleri,Problemler
ALES1_sorular-3,page_10.png,29,"Ceviz ağaçlarının bulunduğu bölgenin sıklık oranı 10 olduğuna göre, badem ağaçlarının bulunduğu bölgenin sıklık oranı kaçtır?",Oran-Orantı,"Problemler, Tablo/Grafik Okuma"
ALES1_sorular-3,page_10.png,30,"Ahmet Bey, badem ağaçlarının bulunduğu bölgeye 18 badem ağacı daha dikince, iki bölgenin sıklık oranları eşit oluyor. Buna göre, son durumda bahçedeki toplam ağaç sayısı kaçtır?",Oran-Orantı,"Problemler, Tablo/Grafik Okuma"
ALES1_sorular-3,page_11.png,31,150 sayfalık bir kitabın 3 farklı dile çevrilmesinde ödenecek en az toplam ücret.,Problem Çözme,Tablo/Grafik Okuma
ALES1_sorular-3,page_11.png,32,"İngilizce ve Almancaya çeviri ücreti, Fransızcaya çeviri ücretinden 290 TL fazla olan kitabın sayfa sayısı.",Problem Çözme,Tablo/Grafik Okuma
ALES1_sorular-3,page_11.png,33,Almancaya çevrilen 250 sayfalık bir kitap için ödenecek toplam ücret.,Problem Çözme,Tablo/Grafik Okuma
